"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSVORM","AANTAL_INGESCHREVENEN"
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",46
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","DT",7
"2020","Utrecht","0344","Utrecht","reguliere inst.","bachelor","30GB","Fontys Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",13
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",28
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","DT",31
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","VT",15
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",200
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","DT",9
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","DT",88
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","VT",65
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",89
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",38
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",364
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",322
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",179
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","DT",10
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",673
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","VT",55
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","DT",51
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","VT",17
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",70
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","VT",-1
"2020","Utrecht","0344","Utrecht","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","DT",5
"2020","Zeeland","0687","Middelburg","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DU",-1
"2020","Zeeland","0687","Middelburg","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",1192
"2020","Zeeland","0687","Middelburg","reguliere inst.","master","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",34
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","DT",38
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",12
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",77
"2020","Zeeland","0718","Vlissingen","reguliere inst.","associate degree","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DT",45
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","DT",28
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ECONOMIE","n.v.t. (economie)","VT",1123
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",147
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",12
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",774
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",83
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",66
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",432
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","ONDERWIJS","leraar basisonderwijs","VT",344
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","DT",25
"2020","Zeeland","0718","Vlissingen","reguliere inst.","bachelor","21MI","HZ University of Applied Sciences","TECHNIEK","n.v.t. (techniek)","VT",348
"2020","Zuid-Holland","0503","Delft","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",14
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","DT",29
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","VT",629
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","TECHNIEK","n.v.t. (techniek)","VT",703
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","DU",164
"2020","Zuid-Holland","0503","Delft","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",2508
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",119
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DT",142
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DU",131
"2020","Zuid-Holland","0505","Dordrecht","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VT",183
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","associate degree","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",118
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",93
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","DT",76
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","DU",123
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","leraar basisonderwijs","VT",776
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DT",180
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","bachelor","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DU",97
"2020","Zuid-Holland","0513","Gouda","reguliere inst.","master","15BK","Driestar educatief","ONDERWIJS","n.v.t. (onderwijs)","DT",34
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",93
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",70
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","associate degree","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DT",108
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","02NR","Hotelschool The Hague","ECONOMIE","n.v.t. (economie)","VT",1350
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",44
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","DT",54
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",1140
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","DT",5
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",1505
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",78
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",385
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DT",469
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","DU",60
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","VT",154
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DT",711
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","DU",1828
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","VT",9945
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",170
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",126
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",2310
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",322
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",315
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",1678
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","DT",140
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","VT",285
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","VT",947
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","DT",147
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","VT",3839
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","VT",407
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","DT",60
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","DT",48
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",59
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","VT",22
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","DT",15
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","VT",3378
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DU",36
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",1811
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",437
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","VT",2009
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","DT",509
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","VT",1067
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","DT",10
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",45
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","DT",53
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","VT",182
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","VT",2608
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",33
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",9
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DU",98
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","DT",275
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","DU",5
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","VT",1389
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",107
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",168
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",115
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","DT",23
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",95
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","DT",380
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","VT",681
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","VT",93
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","VT",165
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","VT",652
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","DT",660
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","DU",90
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","VT",14400
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","DT",455
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","VT",2205
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","DT",280
